x,my_sin,math_sin,diff_sin,my_cos,math_cos,diff_cos,my_tan,math_tan,diff_tan
-10.00,0.5440211108893691083210342185338959097862,0.5440211108893697744548489936278201639652,0.0000000000000006661338147750939242541790,-0.8390715290764518830002316462923772633076,-0.8390715290764524381117439588706474751234,0.0000000000000005551115123125782702118158,-0.6483608274590862974307015065278392285109,-0.6483608274590866304976088940748013556004,0.0000000000000003330669073875469621270895
-9.00,-0.4121184852417571486959957383078290149570,-0.4121184852417565935844834257295588031411,0.0000000000000005551115123125782702118158,-0.9111302618846761625093222392024472355843,-0.9111302618846769396654394768120255321264,0.0000000000000007771561172376095782965422,0.4523156594418109022193164037162205204368,0.4523156594418098475074430098175071179867,0.0000000000000010547118733938987134024501
-8.00,-0.9893582466233836747449004178633913397789,-0.9893582466233817873657585550972726196051,0.0000000000000018873791418627661187201738,-0.1455000338086136491000388559768907725811,-0.1455000338086135380777363934612367302179,0.0000000000000001110223024625156540423632,6.7997114552203861137513740686699748039246,6.7997114552203790083240164676681160926819,0.0000000000000071054273576010018587112427
-7.00,-0.6569865987187845091099802630196791142225,-0.6569865987187890610243812261614948511124,0.0000000000000045519144009631418157368898,0.7539022543433041567695340745558496564627,0.7539022543433046008587439246184658259153,0.0000000000000004440892098500626161694527,-0.8714479827243132303848938136070501059294,-0.8714479827243187815000169393897522240877,0.0000000000000055511151231257827021181583
-6.00,0.2794154981989256381069708368158899247646,0.2794154981989258601515757618471980094910,0.0000000000000002220446049250313080847263,0.9601702866503655231511515921738464385271,0.9601702866503659672403614422364626079798,0.0000000000000004440892098500626161694527,0.2910061913847490910889348469936521723866,0.2910061913847491466000860782514791935682,0.0000000000000000555111512312578270211816
-5.00,0.9589242746631394531675596226705238223076,0.9589242746631384539668374600296374410391,0.0000000000000009992007221626408863812685,0.2836621854632265238294053233403246849775,0.2836621854632262462736491670511895790696,0.0000000000000002775557561562891351059079,3.3805150062465858518123695830581709742546,3.3805150062465858518123695830581709742546,0.0000000000000000000000000000000000000000
-4.00,0.7568024953079351968554533414135221391916,0.7568024953079282024503982029273174703121,0.0000000000000069944050551384862046688795,-0.6536436208636122735526896576629951596260,-0.6536436208636119404857822701160330325365,0.0000000000000003330669073875469621270895,-1.1578212823495874772561364807188510894775,-1.1578212823495774852489148543099872767925,0.0000000000000099920072216264088638126850
-3.00,-0.1411200080598591088953952521478640846908,-0.1411200080598672135234750157906091772020,0.0000000000000081046280797636427450925112,-0.9899924966004461923674284662411082535982,-0.9899924966004454152113112286315299570560,0.0000000000000007771561172376095782965422,0.1425465430742695049914914307009894400835,0.1425465430742778039086005037461291067302,0.0000000000000082989171090730451396666467
-2.00,-0.9092974268256774905694328481331467628479,-0.9092974268256817094169264237280003726482,0.0000000000000042188474935755948536098003,-0.4161468365471419628143223690130980685353,-0.4161468365471424069035322190757142379880,0.0000000000000004440892098500626161694527,2.1850398632615108951426918793004006147385,2.1850398632615188887484691804274916648865,0.0000000000000079936057773011270910501480
-1.00,-0.8414709848078959497641449161164928227663,-0.8414709848078965048756572286947630345821,0.0000000000000005551115123125782702118158,0.5403023058681353241183842328609898686409,0.5403023058681397650104827334871515631676,0.0000000000000044408920985006261616945267,-1.5574077246549138386910726694623008370399,-1.5574077246549022923716165678342804312706,0.0000000000000115463194561016280204057693
0.00,0.0000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000,1.0000000000000000000000000000000000000000,1.0000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000
